bvid,title,platform,author_name,author_id,author_url,source_url,source_video_id,bili_published_at,note
BV1q5Y76aEbp,【小视频】144-体育生就是放得开,douyin,周韩小宇,MS4wLjABAAAAyN6rCdOM2VGquSmbygKI1ljOgtNsKb2Lsbk0jP_MU7eezDVrUIXJ4Kvn0nBTEqBB,https://www.douyin.com/user/MS4wLjABAAAAyN6rCdOM2VGquSmbygKI1ljOgtNsKb2Lsbk0jP_MU7eezDVrUIXJ4Kvn0nBTEqBB,https://v.douyin.com/GSDMqEZFJA4/,7684220777525511921,2026-09-11,
BV1cQYQ6KEay,【小视频】145-看腿时间到,douyin,jaemin,MS4wLjABAAAAdRFTe2DKlQ9GhhVJIOS12jiVFxUBae5fTbP4caRSRYyqbvHi2fU9AFN5mtpu0kE8,https://www.douyin.com/user/MS4wLjABAAAAdRFTe2DKlQ9GhhVJIOS12jiVFxUBae5fTbP4caRSRYyqbvHi2fU9AFN5mtpu0kE8,https://v.douyin.com/d1sdCBtQr4w/,7682781448050568403,2026-09-12,
BV1cGY966EdA,【小视频】146-今天哄水瓶,douyin,老清xy-,MS4wLjABAAAAhiRQPswVwXUjFwqljhaYygPtL03myqH73MsOenwwG9j_kUTZSPDpLpHKyPyhEklD,https://www.douyin.com/user/MS4wLjABAAAAhiRQPswVwXUjFwqljhaYygPtL03myqH73MsOenwwG9j_kUTZSPDpLpHKyPyhEklD,https://v.douyin.com/-noCfcCAaMM/,7684257048096581988,2026-09-12,
BV1TEYX62Epx,【小视频】147-排球少年的睫毛弯弯,douyin,瑟瑟发抖,MS4wLjABAAAAGZxNwUKj6JfQlwOoM1GDCQTRC9BRqX7TXDeOcEYRoUc,https://www.douyin.com/user/MS4wLjABAAAAGZxNwUKj6JfQlwOoM1GDCQTRC9BRqX7TXDeOcEYRoUc,https://v.douyin.com/a58YKl9Ho_8/,7601891423755729289,2026-09-12,
BV1KEYX62ESP,【小视频】148-喜欢你的笨,douyin,三颗痣,MS4wLjABAAAAXEJbLDTHADQJMBjgGVB_OyoTE6bYBQ3PpG0fx4_6P5r6WvfqBV77kQziz8PdKCmw,https://www.douyin.com/user/MS4wLjABAAAAXEJbLDTHADQJMBjgGVB_OyoTE6bYBQ3PpG0fx4_6P5r6WvfqBV77kQziz8PdKCmw,https://v.douyin.com/D7ODdWeFPmk/,7555828118738734396,2026-09-12,
BV19RYe6uEjA,【小视频】149-开始指挥哥的穿搭了,douyin,奶茶🧋,MS4wLjABAAAAoJo-6ShIzsz35wdlPcaY6PphAP6egzR40fMG504Ilq4wCbCHOTwxCHDti7DnH0j0,https://www.douyin.com/user/MS4wLjABAAAAoJo-6ShIzsz35wdlPcaY6PphAP6egzR40fMG504Ilq4wCbCHOTwxCHDti7DnH0j0,https://v.douyin.com/s2DHFhvXYa8/,7684597037703152741,2026-09-13,
BV1iXYi6EEsy,【小视频】150-红衫收不住的肌肉,x,イケメンch,1775868485618556928,https://x.com/IK_ch11,https://x.com/IK_ch11/status/2099091470313738299,2099091470313738299,2026-09-13,
BV1A3Yy6JEYL,【小视频】150-谁来擦一下镜子,douyin,伍六七柒,MS4wLjABAAAAvlX_9jC2Cdr7vkg4yp8uKh9vrufQmSnye6ET_V399_s,https://www.douyin.com/user/MS4wLjABAAAAvlX_9jC2Cdr7vkg4yp8uKh9vrufQmSnye6ET_V399_s,https://v.douyin.com/sxgno8RGNF0/,7685026173235565989,2026-09-14,
BV1W3Yy6JEph,【小视频】151-192cm的top,douyin,,,,https://v.douyin.com/r3vMTnGf7k4/,,2026-09-14,parse失败 404
BV1j9eH6LEC4,【小视频】152-深夜街头的黑T少年,x,海川一屿,2031473323306266626,https://x.com/iKateCloud,https://x.com/iKateCloud/status/2099837192126570754,2099837192126570754,2026-09-15,
BV17QeH62Exq,【小视频】153-被子里藏着的薄肌,douyin,木木夕栗,MS4wLjABAAAANJqgc7nmNUrL0Xbq1G6gwBVEacrRBTZ-RF4iIWpOW2c,https://www.douyin.com/user/MS4wLjABAAAANJqgc7nmNUrL0Xbq1G6gwBVEacrRBTZ-RF4iIWpOW2c,https://v.douyin.com/bjn1YNJ1snk/,7671614678158129017,2026-09-15,
BV1CEeF6fEzT,【小视频】154-男大180体育生,douyin,炎消要,MS4wLjABAAAAqftd-dhRNWycvbKyuhIc2SblgitVyme6cNIIwr72q98,https://www.douyin.com/user/MS4wLjABAAAAqftd-dhRNWycvbKyuhIc2SblgitVyme6cNIIwr72q98,https://v.douyin.com/rH5rpDdPnDk/,7685778938174472805,2026-09-16,
BV12JeP6yEQr,【小视频】155-看脸还是看身材,douyin,,,,https://v.douyin.com/upY7y1YymUI/,,2026-09-16,parse失败 404
BV1xLe36hEUL,【小视频】156-身上茉莉花的香,douyin,飞天小象.,MS4wLjABAAAAO_yiG7AOkmtm_rfhDZQ6TTYNm1qExtS4B86cg1lOcZ8,https://www.douyin.com/user/MS4wLjABAAAAO_yiG7AOkmtm_rfhDZQ6TTYNm1qExtS4B86cg1lOcZ8,https://v.douyin.com/NERmPC1YiNI/,7685386604928049523,2026-09-17,
BV1Lkem6UEu3,【小视频】157-自己的身材自己练,douyin,杨锶铎,MS4wLjABAAAA3FMfRADFENq09BpibbaoPTbuGXYyhzGv5JFg4lrownA,https://www.douyin.com/user/MS4wLjABAAAA3FMfRADFENq09BpibbaoPTbuGXYyhzGv5JFg4lrownA,https://v.douyin.com/7DppjrIvets/,7685434702605342193,2026-09-18,
BV12Jem6eE5X,【小视频】158-夜晚健身后的薄肌,douyin,斜方肌大王（啥都接）,MS4wLjABAAAAvWTsK9WyN_BEiyODeu1xNIgynwB7Sj_7-0BxbD1JkVOSuXZjeWszlSfJisLX3koe,https://www.douyin.com/user/MS4wLjABAAAAvWTsK9WyN_BEiyODeu1xNIgynwB7Sj_7-0BxbD1JkVOSuXZjeWszlSfJisLX3koe,https://v.douyin.com/Jx96xu41dcA/,7686430394845481636,2026-09-18,
BV1tqe26PEpm,【小视频】159-夜车里的小帅哥,douyin,shanglin,MS4wLjABAAAAlUjirvRZFk-TfbIxbVRqZFCzC9X2s87_T9zrPy9qhmtSVI26mauB3F3fjTDPiiPc,https://www.douyin.com/user/MS4wLjABAAAAlUjirvRZFk-TfbIxbVRqZFCzC9X2s87_T9zrPy9qhmtSVI26mauB3F3fjTDPiiPc,https://v.douyin.com/Thsxav3Em5M/,7686288999828940785,2026-09-18,
BV1zBeS6FEkn,【小视频】160-健身房偶遇的清冷薄肌,x,The Healthy Upgrade | สุขภาพดีทุกวัน,1065292938828103680,https://x.com/hotguysTH,https://x.com/hotguysTH/status/2100913485488263353,2100913485488263353,2026-09-18,
BV1SveU6GECf,【小视频】161-浴室里的白T肌肉腿,x,帅哥来这里,1632423452270526464,https://x.com/meitianyigen,https://x.com/meitianyigen/status/2100964778898559151,2100964778898559151,2026-09-18,
BV1SveU6GEeg,【小视频】162-少年感的秘诀是干净,douyin,HGXIN-,MS4wLjABAAAA-SS5x1Vw1aMyjY0cYn8D1MeG5jhr4ys-SE6VByg0leQ,https://www.douyin.com/user/MS4wLjABAAAA-SS5x1Vw1aMyjY0cYn8D1MeG5jhr4ys-SE6VByg0leQ,https://v.douyin.com/OaN4crzXaBQ/,7503856576786287932,2026-09-18,
BV1TzeU66ERw,【小视频】163-赖床打游戏的腹肌少年,x,대서¹⁴³,1844725653549314048,https://x.com/biggestinwest,https://x.com/biggestinwest/status/2021105042720423957,2021105042720423957,2026-09-18,
BV1UzeU6zENo,【小视频】164-走廊里穿校服的男高,douyin,山景画,MS4wLjABAAAAl-WjRINgpFsRGOTncDEe053yEkI_iGsdjy_7QTiLfkI,https://www.douyin.com/user/MS4wLjABAAAAl-WjRINgpFsRGOTncDEe053yEkI_iGsdjy_7QTiLfkI,https://v.douyin.com/7MvyomXu0FU/,7319037253026647306,2026-09-18,
BV1UBeU6gEUQ,【小视频】161-浴室里的白T肌肉腿（换BGM重发，原音已去掉）,x,帅哥来这里,1632423452270526464,https://x.com/meitianyigen,https://x.com/meitianyigen/status/2100964778898559151,2100964778898559151,2026-09-18,
BV1Q8eU61E2w,【小视频】165-减脂进行中,douyin,George哇,MS4wLjABAAAARMOcqBrwBI9L1K0jjYK7rlj6zZGpIAHArUBNZBtAszs,https://www.douyin.com/user/MS4wLjABAAAARMOcqBrwBI9L1K0jjYK7rlj6zZGpIAHArUBNZBtAszs,https://v.douyin.com/Mw8gRmGH5uA/,7686784356015558578,2026-09-19,
BV199eQ6oEuS,【小视频】166-吃胖了,douyin,Ax💫,MS4wLjABAAAAXJH-6aLUQ3jq_1iEYg_ymcn7aCZaD81U7ZR2-P3WaBrnIIuEiJlVjTdpOKvKdOuo,https://www.douyin.com/user/MS4wLjABAAAAXJH-6aLUQ3jq_1iEYg_ymcn7aCZaD81U7ZR2-P3WaBrnIIuEiJlVjTdpOKvKdOuo,https://v.douyin.com/U5wjUJLRGcA/,7684473788977124322,2026-09-19,
BV1Nse466EsX,【小视频】167-国贸街拍,douyin,李不然,MS4wLjABAAAAu7JAjWKskIYGT7XYKggbhp_L7Yu5yRqsZmqaJeNMnYk,https://www.douyin.com/user/MS4wLjABAAAAu7JAjWKskIYGT7XYKggbhp_L7Yu5yRqsZmqaJeNMnYk,https://v.douyin.com/MUH_ZE5C-r0/,7686867526420122890,2026-09-19,
BV13Eeh6cEdz,【小视频】168-巴士上的少年,x,Azzila,72499210,https://x.com/azzila76,https://x.com/azzila76/status/2101271422702362784,2101271422702362784,2026-09-19,
BV1Ske86RENe,【小视频】169-系泳帽的少年感,douyin,浪里看客Aqua,MS4wLjABAAAAk_LFQO7fFmzIiMoVBSqACCviguU9EVrv4_BWZxxl9qtJVNMRR0Fx6VNAy-7hHkBw,https://www.douyin.com/user/MS4wLjABAAAAk_LFQO7fFmzIiMoVBSqACCviguU9EVrv4_BWZxxl9qtJVNMRR0Fx6VNAy-7hHkBw,https://v.douyin.com/1zoxLUr-a6w/,7687232208050200805,2026-09-19,
BV1aie86fEcG,【小视频】170-宿舍里的腹肌少年,douyin,Knecht,MS4wLjABAAAAWK5sC7dCx_hgDlnEjuaETXCHZy-c4RJZzVgVYy7xpxN6XHV7kRG42oj8gdPbwo09,https://www.douyin.com/user/MS4wLjABAAAAWK5sC7dCx_hgDlnEjuaETXCHZy-c4RJZzVgVYy7xpxN6XHV7kRG42oj8gdPbwo09,https://v.douyin.com/iq41pYWyrVc/,7686473760240909120,2026-09-19,
BV1aie86fEaz,【小视频】171-练舞练累了,douyin,dontcry,MS4wLjABAAAA7zG9eBsyT7g9Jhg4ok2UZaGzohNXfGriSCmu-uvZuCR7UU1ql4p6ZYX8GS4ziWW4,https://www.douyin.com/user/MS4wLjABAAAA7zG9eBsyT7g9Jhg4ok2UZaGzohNXfGriSCmu-uvZuCR7UU1ql4p6ZYX8GS4ziWW4,https://v.douyin.com/L4shPN4z9AE/,7678367313410634737,2026-09-19,
BV1goeB6EEDp,【小视频】172-男大的手势舞,douyin,鸡蛋鸭蛋荷包蛋,MS4wLjABAAAAGsYGzxsHvJOtuhZDh3Z8HoZmoDG7Qmq-oAaqWIdGVVw,https://www.douyin.com/user/MS4wLjABAAAAGsYGzxsHvJOtuhZDh3Z8HoZmoDG7Qmq-oAaqWIdGVVw,https://v.douyin.com/1qfaiRWWN5E/,7687549089978293339,2026-09-20,
BV1TKha6EE6c,【小视频】174-门框下拉杆的薄肌少年,x,reenn,2096867409948995584,https://x.com/miguellaizb,https://x.com/miguellaizb/status/2101670537080836284,2101670537080836284,2026-09-20,
BV1Zdhq6EE4H,【小视频】173-更衣室没人就臭美一下,douyin,,,,https://v.douyin.com/7687617779851208138,,2026-09-21,parse失败 400
BV1hzhC6WEwH,【小视频】174-如果能成为猫就好了,douyin,银河里很多猫,MS4wLjABAAAAXvUYXzOFHqMjHkqe3ZGUkV-25ZyuwNcx---ZA5W0qkA,https://www.douyin.com/user/MS4wLjABAAAAXvUYXzOFHqMjHkqe3ZGUkV-25ZyuwNcx---ZA5W0qkA,https://v.douyin.com/SG77ds-oCuQ/,7686439500931734450,2026-09-22,
BV12WhJ6jEbu,【小视频】175-肌肉与纹身,douyin,飞天小象.,MS4wLjABAAAAO_yiG7AOkmtm_rfhDZQ6TTYNm1qExtS4B86cg1lOcZ8,https://www.douyin.com/user/MS4wLjABAAAAO_yiG7AOkmtm_rfhDZQ6TTYNm1qExtS4B86cg1lOcZ8,https://v.douyin.com/FCDNtdwKmQg/,7679836222303056294,2026-09-22,
BV15shE6oEsf,【小视频】176-不要去理会是是与非非,douyin,,,,https://v.douyin.com/7674954801259885243,,2026-09-22,parse失败 400
BV1MzhE67EMK,【小视频】177-舞台上的短裤直拍,x,넝,1528691517233061894,https://x.com/kukuu214,https://x.com/kukuu214/status/1816106884153368739,1816106884153368739,2026-09-22,
BV1UqhE6UEDQ,【小视频】178-刚做完饭,x,cici,1829168281594540035,https://x.com/cicicixc,https://x.com/cicicixc/status/2101903715204747752,2101903715204747752,2026-09-22,
BV13YhE6HEg6,【小视频】179-健身房的肌肉少年,x,pllowo,2033910514212814849,https://x.com/Dndn6mpx,https://x.com/Dndn6mpx/status/2102245962484003250,2102245962484003250,2026-09-22,
BV17Whn6KEuY,【小视频】180-腹肌自拍,x,PC,1035358840152154112,https://x.com/PCaster_,https://x.com/PCaster_/status/2101479072463552542,2101479072463552542,2026-09-22,
BV1buhs6wE7x,【小视频】180-腹肌自拍（换BGM重发：原X视频音轨为空，配抖音BGM《@等天晴创作的原声》）,x,PC,1035358840152154112,https://x.com/PCaster_,https://x.com/PCaster_/status/2101479072463552542,2101479072463552542,2026-09-23,
BV13Dhb6SE7h,【小视频】182-清华男生的恋爱平衡游戏,youtube,번역동아리 청춘,UCq71tO8yLC65iNeIk0-p-WQ,https://www.youtube.com/@pekin_chengchun,https://youtube.com/shorts/ELAapZKBltI,ELAapZKBltI,2026-09-23,
BV1jmaN6tEn4,【小视频】183-花滑男生的训练服,douyin,小韩想吃好吃的,MS4wLjABAAAA1PzJpp345jFMs4k5JLu8jUXH2KOb0BEkdIPUn5av_6QVo0LfdHea59XnwPG-iphW,https://www.douyin.com/user/MS4wLjABAAAA1PzJpp345jFMs4k5JLu8jUXH2KOb0BEkdIPUn5av_6QVo0LfdHea59XnwPG-iphW,https://v.douyin.com/bu3LV7jxeOQ/,7689008600379545971,2026-09-24,
BV13ZaN6DEE2,【小视频】184-一起逛超市吗,douyin,今天学习了吗,MS4wLjABAAAArvpBZffJB2KJiITOfItLqy-qh2M6yhHkXN0y8nqnPKs,https://www.douyin.com/user/MS4wLjABAAAArvpBZffJB2KJiITOfItLqy-qh2M6yhHkXN0y8nqnPKs,https://v.douyin.com/4JuBjBGBLds/,7687860902158879717,2026-09-24,
BV1CDaP6iEKg,【小视频】185-洗澡后的自拍,x,dys3qk,,https://x.com/dys3qk,https://x.com/dys3qk/status/2103100051392487811,2103100051392487811,2026-09-24,
BV1xaaT6jEVZ,【小视频】186-黑皮腹肌自拍,x,cici,1829168281594540035,https://x.com/cicicixc,https://x.com/cicicixc/status/2103120913839628535,2103120913839628535,2026-09-24,
BV18paT6pE7Y,【小视频】187-镜子里藏不住的身材,x,南知意,1392471033521840132,https://x.com/o88oio,https://x.com/o88oio/status/2103009445517390208,2103009445517390208,2026-09-24,
BV1txaT6nEz3,【小视频】188-夜里的肌肉身材,youtube,同志夫夫Gay日常,UCT085LeH4S_hpS1CgDdpZNA,https://www.youtube.com/@handsomegaychannel,https://www.youtube.com/shorts/3cnwd1LGp4E,3cnwd1LGp4E,2026-09-24,
BV1Q6aM6fEHE,【小视频】189-夜街上带台湾腔的帅哥,youtube,同志夫夫Gay日常,UCT085LeH4S_hpS1CgDdpZNA,https://www.youtube.com/@handsomegaychannel,https://www.youtube.com/shorts/A1_82koZZ8o,A1_82koZZ8o,2026-09-24,
BV1PjaM6jEuo,【小视频】190-室友洗澡前的三个阶段,youtube,同志夫夫Gay日常,UCT085LeH4S_hpS1CgDdpZNA,https://www.youtube.com/@handsomegaychannel,https://youtube.com/shorts/qYDtearaxnY,qYDtearaxnY,2026-09-24,
